bench,case,rows,time_low_ns,time_mid_ns,time_high_ns,ops_ms_low,ops_ms_mid,ops_ms_high,criterion_id
add_int32,rows_1024,1024,1000.1946963727155,1007.5422469561695,1014.7567775380923,985.4578182035958,992.5142127003062,999.8053415265832,add_int32/rows_1024
add_int32,rows_1048576,1048576,1172465.696855739,1182092.409738676,1193636.0462269585,0.8377763080806455,0.8459575510015068,0.8529034177134145,add_int32/rows_1048576
add_int32,rows_16384,16384,17177.850388674702,17254.414604244535,17349.35779747276,57.6390210907788,57.95618239948882,58.2145016619365,add_int32/rows_16384
add_int32,rows_65536,65536,68828.80753209916,69143.33532877562,69597.93151707576,14.368243110136849,14.462709894525823,14.528800306959228,add_int32/rows_65536
